50
1000 1000 3 0 0
1000 999 2 0 0
1000 998 1 0 0
1000 997 3 0 0
1000 996 1 0 0
1000 995 3 0 0
1000 994 2 0 0
1000 993 1 0 0
1000 992 1 0 0
1000 991 1 0 0
1000 990 2 0 0
1000 989 3 0 0
1000 988 2 0 0
1000 987 3 0 0
1000 986 3 0 0
1000 985 2 0 0
1000 984 1 0 0
1000 983 2 0 0
1000 982 1 0 0
1000 981 1 0 0
1000 980 3 0 0
1000 979 1 0 0
1000 978 3 0 0
1000 977 1 0 0
1000 976 2 0 0
1000 975 2 0 0
1000 974 2 0 0
1000 973 3 0 0
1000 972 3 0 0
1000 971 3 0 0
1000 970 1 0 0
1000 969 2 0 0
1000 968 2 0 0
1000 967 2 0 0
1000 966 1 0 0
1000 965 3 0 0
1000 964 1 0 0
1000 963 1 0 0
1000 962 3 0 0
1000 961 2 0 0
1000 960 1 0 0
1000 959 1 0 0
1000 958 1 0 0
1000 957 3 0 0
1000 956 1 0 0
1000 955 1 0 0
1000 954 2 0 0
1000 953 1 0 0
1000 952 3 0 0
1000 951 2 0 0
