1000.000000 999.845292 3.000000 0.000000 -0.078804
1000.000000 998.879853 2.000000 0.000000 -0.061208
1000.000000 997.921929 1.000000 0.000000 -0.039777
1000.000000 996.967734 3.000000 0.000000 -0.016435
1000.000000 996.015598 1.000000 0.000000 0.007953
1000.000000 995.063281 3.000000 0.000000 0.032234
1000.000000 994.107092 2.000000 0.000000 0.054537
1000.000000 993.138808 1.000000 0.000000 0.070701
1000.000000 992.157645 1.000000 0.000000 0.080316
1000.000000 991.163944 1.000000 0.000000 0.083534
