1000.0 997.277 3 0.0 -1.37553
1000.0 996.573 2 0.0 -1.25621
1000.0 995.481 1 0.0 -1.29218
1000.0 994.72 3 0.0 -1.17824
1000.0 993.609 1 0.0 -1.23519
1000.0 992.54 3 0.0 -1.24266
1000.0 991.922 2 0.0 -1.09601
1000.0 990.885 1 0.0 -1.08122
1000.0 990.425 1 0.0 -0.851285
1000.0 989.398 1 0.0 -0.860789
1000.0 988.547 2 0.0 -0.751522
1000.0 987.679 3 0.0 -0.677305
1000.0 986.573 2 0.0 -0.702687
1000.0 986.021 3 0.0 -0.535377
1000.0 984.972 3 0.0 -0.559622
1000.0 983.939 2 0.0 -0.519837
1000.0 982.995 1 0.0 -0.487846
1000.0 981.865 2 0.0 -0.532736
1000.0 981.67 1 0.0 -0.205944
1000.0 980.49 1 0.0 -0.300049
1000.0 979.757 3 0.0 -0.142291
1000.0 978.631 1 0.0 -0.190827
1000.0 977.426 3 0.0 -0.294588
1000.0 977.062 1 0.0 0.0407837
1000.0 976.0 2 0.0 0.00424918
1000.0 975.403 2 0.0 0.210373
1000.0 974.219 2 0.0 0.118631
1000.0 973.08 3 0.0 0.0684965
1000.0 972.508 3 0.0 0.285189
1000.0 971.462 3 0.0 0.281639
1000.0 971.04 1 0.0 0.488107
1000.0 969.943 2 0.0 0.44935
1000.0 968.85 2 0.0 0.444071
1000.0 968.179 2 0.0 0.65132
1000.0 967.265 1 0.0 0.675986
1000.0 966.553 3 0.0 0.78535
1000.0 965.547 1 0.0 0.771691
1000.0 964.481 1 0.0 0.741655
1000.0 963.626 3 0.0 0.863425
1000.0 962.557 2 0.0 0.829254
1000.0 961.804 1 0.0 0.920816
1000.0 961.036 1 0.0 1.03872
1000.0 960.015 1 0.0 1.00801
1000.0 959.154 3 0.0 1.11516
1000.0 958.158 1 0.0 1.12512
1000.0 957.252 1 0.0 1.16197
1000.0 956.52 2 0.0 1.26917
1000.0 955.468 1 0.0 1.26762
1000.0 954.465 3 0.0 1.26224
1000.0 953.427 2 0.0 1.24844
